SPID,PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,REGISTER_DATE,POSTING_DATE,UPDATE_DATE,CLASS,RES_COM,PROP_NAME,PROPERTY_NUMBER,MIN_PRICE,MAX_PRICE,PRICE_SQFT,PROJ_ID,BUILDING_ID,VERIFIED,MAP_DETAILS,MIN_AREA_SQFT,MAX_AREA_SQFT,AMENITIES,ALT_TAG,PRODUCT_TYPE,TOP_USPS,EXPIRY_DATE,PROPERTY_TYPE__U,AREA,SECONDARY_AREA,PRICE,PROP_HEADING,VALUE_LABEL,CLASS_HEADING,CLASS_LABEL,REGISTER_DATE__U,REGISTERED_DAYS,PRIMARY_TAGS,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,BALCONY_NUM,FLOOR_NUM,CITY,CITY_NAME,BUILDING_ID,BUILDING_NAME,SOCIETY_NAME,LOCALITY_ID,LOCALITY_NAME,ADDRESS
70675112,G70675112,P,Male paying guest in sher e punjab andheri east andheri station 3km with ac bed walldrob gas cylinder aqua guard washing machine fridge etc,Residential Apartment,Mumbai Andheri-Dahisar,,0,3.0,11.0,1,3,3,4.0,"23,5,6,20,21","07th Aug, 2023",1691417502000.0,1691417502000,A,R,Sher E Punjab CHS,1,12000,12000,11.0,28988,1004,N,"{'LATITUDE': '19.113624', 'LONGITUDE': '72.871628'}",97.54815,97.54815,"5,20,21,23,6,103",Sher E Punjab CHS Bedroom,PREMIUM_LISTING,"['Housekeeping available', 'Attached Bathroom', 'East Facing', 'Chakala metro station  within 2.5km']",2023-10-06 00:00:00,1,1050,97.55 sq.m.,"12,000/Bed",3 BHK Flat in Andheri East,,Dealer: Surya realty ,Dealer,2023-08-07 19:41:42,2 weeks ago,[],"['FURNISHED', 'SHARED BY 2']",47.0,"[{'text': '3 Metro Stations'}, {'text': '5 Religious Places'}, {'text': '15 Hospitals'}, {'text': '2 Attractions'}, {'text': '1 Office Complex'}, {'text': '1 Bus Depot'}]",Sher E Punjab CHS,Sher E Punjab CHS,0.0,1,218,Mumbai Andheri-Dahisar,1004,Sher E Punjab CHS,Sher E Punjab CHS,3230,Andheri East,
68660036,Y68660036,P,"Located at jai jawan nagar, mumbai, this comfortable 2 bhk fully_furnished house which is priced at 13500 per bed with a security deposit of 33750, with a floor size of 750 sq.Ft. This house features washing machine, fridge, and sofa and more. The house features two bathrooms. Book now and enjoy the comfort!",Residential Apartment,Mumbai Andheri-Dahisar,,0,2.0,25.0,1,3,1,20.0,"44,23,45,24,46,25,47,26,28,29,30,31,32,10,33,12,17,39,19,1,3,5,6,8,9,40,41,20,42,21,43","19th Jun, 2023",1681994692000.0,1687185359000,A,R,Triumph Siddhivinayak,1,13500,13500,25.0,293935,550669,N,"{'LATITUDE': '19.21895', 'LONGITUDE': '72.85763'}",49.23859,49.23859,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3",Triumph Siddhivinayak Bedroom,PREMIUM_LISTING,"['Attached Bathroom', 'East Facing', 'Private Garden', 'Full Power Backup']",2023-08-18 00:00:00,1,530,49.24 sq.m.,"13,500/Bed",2 BHK Flat in Borivali East,,Dealer: Nestaway Technologies Pvt Ltd,Dealer,2023-06-19 00:00:00,2 months ago,[],"['FURNISHED', 'SHARED BY 2']",15.0,"[{'text': '1 Railway Station'}, {'text': '1 Metro Station'}, {'text': '2 Shoppings'}, {'text': '1 Connectivity'}, {'text': '2 Educations'}, {'text': '2 Religious Places'}, {'text': '2 Hospitals'}, {'text': '1 Airport'}, {'text': '1 Banks'}, {'text': '2 Miscellaneouss'}]",Triumph Siddhivinayak,Triumph Siddhivinayak,1.0,10,218,Mumbai Andheri-Dahisar,550669,Triumph Siddhivinayak,Triumph Siddhivinayak,4960,Borivali East,205
54334684,U54334684,P,We have multiple options for males & femaless fully furnished apartments for long term short term twin sharing and single occupancy for 15k in decent societies close to all nessicities safe and secure area inchembur east pl lokhande marg gatla govandi sattion for more details pls connect me,Residential Apartment,Mumbai Harbour,,0,2.0,8.0,1,3,2,7.0,"33,23,24,25,26,17,28,29,19,5,6,8,9,30,31,10,32","06th Aug, 2023",,1691301549000,A,R,PA LOKHANDE MARG BARC TISS DWONAR GOVANDI,1,8500,8500,8.0,0,0,N,"{'LATITUDE': '19.060577', 'LONGITUDE': '72.899179'}",78.96755,78.96755,"17,5,8,10,32,23,24,28,29,19,6,9,30,33,25,26,31,105,103","₹8500, 2 bhk Residential Apartment in Chembur - Bedroom",PREMIUM_LISTING,,2023-09-07 00:00:00,1,850,78.97 sq.m.,"8,500/Bed",2 BHK Flat in Chembur,,Dealer: Varun Real Estate,Dealer,2023-08-06 11:29:10,2 weeks ago,[],"['FURNISHED', 'SHARED BY 2']",50.0,"[{'text': '6 Religious Places'}, {'text': '27 Hospitals'}, {'text': '2 Pharmacys'}]",PA LOKHANDE MARG BARC TISS DWONAR GOVANDI,PA LOKHANDE MARG BARC TISS DWONAR GOVANDI,2.0,2,13,Mumbai Harbour,0,PA LOKHANDE MARG BARC TISS DWONAR GOVANDI,PA LOKHANDE MARG BARC TISS DWONAR GOVANDI,8539,Chembur,Deonar Barc Govandi Tiss Pl Lokhande Marg
48446795,H48446795,P,This flat is furnished with ac and attached washroom it is in very good big society cctv cameras full time security its in gated community with all necessities nearby banks atms malls markets etc chembur and kurla stations ten minutes bkc twenty minutes close to freeway and eastern express high way 5mins society is having joggers park temple general and medical store in the premises . To get more information pls connect,Residential Apartment,Mumbai Harbour,,0,1.0,16.0,4,3,3,3.0,"23,12,5,6,29,19,9,30,10","17th Aug, 2023",,1692266384000,A,R,Maitri Union Park,1,18000,18000,16.0,0,0,N,"{'LATITUDE': '19.060577', 'LONGITUDE': '72.899179'}",78.96755,78.96755,"5,10,23,6,29,19,9,30,12,103","₹18,000, 1 bhk Residential Apartment in Chembur East - Bedroom",PREMIUM_LISTING,,2023-09-07 00:00:00,1,850,78.97 sq.m.,"18,000/Bedroom",1 BHK Flat in Chembur East,,Dealer: Varun Real Estate,Dealer,2023-08-17 15:29:44,1 week ago,[],['PRIVATE ROOM'],50.0,"[{'text': '6 Religious Places'}, {'text': '27 Hospitals'}, {'text': '2 Pharmacys'}]",Maitri Union Park,Maitri Union Park,2.0,2,13,Mumbai Harbour,0,Maitri Union Park,Maitri Union Park,4893,Chembur East,V N Purav Marg
49195289,S49195289,P,This is fully furnished flat in very good location and locality we have multiple options of pg separate apartments for male/female near daimond garden walking distance from chembur and kurla stations ten minutes .Bkc twenty minutes close to freeway and eastern express high way all necessities nearby banks atms malls markets etc for more details pls,Residential Apartment,Mumbai Harbour,,0,1.0,7.0,1,3,2,3.0,"23,12,5,6,29,19,9,30,21,10","14th Aug, 2023",,1692011718000,A,R,Co Operative Housing Society,1,7000,7000,7.0,0,0,N,"{'LATITUDE': '19.060577', 'LONGITUDE': '72.899179'}",83.6127,83.6127,"5,21,10,23,6,29,19,9,30,12,103","₹7000, 1 bhk Residential Apartment in Chembur East - Bedroom",PREMIUM_LISTING,"['Food Service Included', 'Laundry Service available', 'Housekeeping available', 'Attached Bathroom']",2023-09-07 00:00:00,1,900,83.61 sq.m.,"7,000/Bed",1 BHK Flat in Chembur East,,Dealer: Varun Real Estate,Dealer,2023-08-14 16:45:17,1 week ago,[],"['FURNISHED', 'SHARED BY 2']",50.0,"[{'text': '6 Religious Places'}, {'text': '27 Hospitals'}, {'text': '2 Pharmacys'}]",Co Operative Housing Society,Co Operative Housing Society,1.0,2,13,Mumbai Harbour,0,Co Operative Housing Society,Co Operative Housing Society,4893,Chembur East,Umarshi Bappa Chouk St Road Daimond Garden
64363522,Y64363522,P,"Available twin sharing room on rent in good society with all nesscities nr by hpcl bpcl wadala bajaj finance evrad nagar bkc 10mints walking distance from 
Diamond garden kstar mall close to for more details pls call me sonu",Residential Apartment,Mumbai Harbour,,0,1.0,81.0,4,3,3,3.0,"5,6,19","14th Aug, 2023",1660997241000.0,1692011666000,A,R,on request,1,9000,9000,81.0,0,0,N,"{'LATITUDE': '19.062584', 'LONGITUDE': '72.901218'}",10.21933,10.21933,"5,6,19,103","₹9000, 1 bhk Residential Apartment in Chembur - Hall",PREMIUM_LISTING,,2023-09-07 00:00:00,1,110,10.22 sq.m.,"9,000/Bedroom",1 BHK Flat in Chembur,,Dealer: Varun Real Estate,Dealer,2023-08-14 16:44:26,1 week ago,[],['PRIVATE ROOM'],50.0,"[{'text': '8 Religious Places'}, {'text': '2 ATMs'}, {'text': '21 Hospitals'}, {'text': '2 Pharmacys'}, {'text': '1 Miscellaneous'}, {'text': '1 Library'}]",on request,on request,1.0,G,13,Mumbai Harbour,0,on request,on request,8539,Chembur,
65629496,G65629496,P,Only girls are staying in same premises safe and secure society with all nesscities nr by,Residential Apartment,Mumbai Harbour,,0,1.0,33.0,1,3,2,3.0,"44,45,24,46,47,25,26,28,29,30,31,10,32,33,12,17,39,19,5,6,8,9,40,41,42,43","12th Aug, 2023",1667641785000.0,1691839477000,A,R,Hari Apartment,1,10000,10000,33.0,0,127755,N,"{'LATITUDE': '19.044533', 'LONGITUDE': '72.891473'}",27.8709,27.8709,"10,32,17,5,8,44,45,24,46,47,28,29,30,39,19,6,9,40,41,42,43,25,26,31,33,12,106,103","₹10,000, 1 bhk Residential Apartment in Collectors Colony Chembur - Bedroom",PREMIUM_LISTING,,2023-09-07 00:00:00,1,300,27.87 sq.m.,"10,000/Bed",1 BHK Flat in Collectors Colony Chembur,,Dealer: Varun Real Estate,Dealer,2023-08-12 16:54:37,2 weeks ago,[],"['FURNISHED', 'SHARED BY 2']",50.0,"[{'text': '5 Religious Places'}, {'text': '25 Hospitals'}, {'text': '1 Bus Depot'}, {'text': '1 Miscellaneous'}]",Hari Apartment,Hari Apartment,4.0,1,13,Mumbai Harbour,127755,Hari Apartment,Hari Apartment,19467,Collectors Colony Chembur,
48127175,L48127175,P,This is 3 bhk furnished flat for students or working professionals its close to tiss barc kstar mall govandi deonar eastern express high way and freeway chembur station and kurla station ten minutes bkc twenty minutes all necessities nr banks atms malls/market etc its in new tower close to chembur naka .,Residential Apartment,Mumbai Harbour,,0,3.0,10.0,1,5,1,24.0,"44,23,45,24,47,25,26,28,29,30,10,32,33,12,17,39,19,5,6,8,9,40,41,42,21,43","02nd Aug, 2023",,1690979091000,A,R,borla swastik maitry park,1,13000,13000,10.0,0,0,N,"{'LATITUDE': '19.060577', 'LONGITUDE': '72.899179'}",116.12875,116.12875,"10,32,17,5,8,21,44,23,45,24,47,28,29,30,39,19,6,9,40,41,42,43,25,26,33,12,105,103","₹13,000, 3 bhk Residential Apartment in Chembur East - Hall",PREMIUM_LISTING,"['Laundry Service available', 'Housekeeping available', 'North-East Facing', 'Private Garden']",2023-09-07 00:00:00,1,1250,116.13 sq.m.,"13,000/Bed",3 BHK Flat in Chembur East,,Dealer: Varun Real Estate,Dealer,2023-08-02 17:54:50,3 weeks ago,[],"['FURNISHED', 'SHARED BY 2']",50.0,"[{'text': '6 Religious Places'}, {'text': '27 Hospitals'}, {'text': '2 Pharmacys'}]",borla swastik maitry park,borla swastik maitry park,4.0,16,13,Mumbai Harbour,0,borla swastik maitry park,borla swastik maitry park,4893,Chembur East,V N Purav Monorail Station
48446719,X48446719,P,This is two bhk furnished flat rooms are spacious and with attached washroom and air condition chembur and kurla stations ten minutes bkc 15minutes close to freeway and eastern express high way all necessities nearby banks atms malls markets etc its in new beautiful tower for more details pls connect,Residential Apartment,Mumbai Harbour,,0,2.0,9.0,4,3,1,11.0,"33,23,24,25,26,17,29,19,2,5,6,9,20,31,10,32","06th Aug, 2023",,1691301625000,A,R,Hari Apartment,1,7700,7700,9.0,0,127755,N,"{'LATITUDE': '19.0401', 'LONGITUDE': '72.893585'}",88.25785,88.25785,"17,2,5,20,10,32,23,24,29,19,6,9,33,25,26,31,105,103","₹7700, 2 bhk Residential Apartment in Collectors Colony Chembur - Bedroom",PREMIUM_LISTING,"['Housekeeping available', 'Attached Bathroom', 'East Facing', 'Full Power Backup']",2023-09-07 00:00:00,1,950,88.26 sq.m.,"7,700/Bed",2 BHK Flat in Collectors Colony Chembur,,Dealer: Varun Real Estate,Dealer,2023-08-06 11:30:25,2 weeks ago,[],['SHARED BY 2'],50.0,"[{'text': '6 Religious Places'}, {'text': '24 Hospitals'}, {'text': '1 Bus Depot'}]",Hari Apartment,Hari Apartment,2.0,7,13,Mumbai Harbour,127755,Hari Apartment,Hari Apartment,19467,Collectors Colony Chembur,Rc Marg
70711192,X70711192,S,"Marathon Nexzone is a ready to move project, offering a great 3 BHK flat in New Panvel, Navi Mumbai. The unit has a carpet area of 922.0 sq. ft. and is available at a price of Rs. 1.24 Crore. 

Marathon Nexzone is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Table Tennis, Fire Fighting Systems, Carrom, Rain Water Harvesting, Multipurpose Court, etc. that make it one of the most sought after neighborhoods.",Residential Apartment,Navi Mumbai,2.0,1,3.0,13500.0,0,0,5,33.0,N,"09th Aug, 2023",1691581886000.0,1691581887000,B,R,Marathon Nexzone,1,12447000,12447000,13500.0,1031,34960,N,"{'LATITUDE': '18.965842', 'LONGITUDE': '73.126869'}",85.656566,85.656566,,Marathon Nexzone Others,PSEUDO_LISTING,,2024-01-31 00:00:00,1,922,85.66 sq.m.,1.24 Cr,3 BHK Flat in New Panvel,Freehold,Builder,Builder,2023-08-09 17:21:26,2 weeks ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",9.0,"[{'text': '2 Railway Stations'}, {'text': '2 Connectivities'}, {'text': '3 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}]",Marathon Nexzone,Marathon Nexzone,,1,15,Navi Mumbai,34960,Marathon Nexzone,Marathon Nexzone,5129,New Panvel,
70711188,S70711188,S,"This well-known project offers 2 BHK apartments in New Panvel, Navi Mumbai. With a carpet area, ranging from 569.0 sq. ft. to 745.0 sq. ft., the apartments are available at an economical price range of Rs. 78 Lac to Rs. 1.02 Crore.

There are 17 towers. A close attention has been paid to each detail for a comfortable living. It has Open Space, Gymnasium, Car Parking, Lift(s), Entrance Lobby, etc. Loaded with all the modern amenities, the project is certainly a steal deal.",Residential Apartment,Navi Mumbai,2.0,1,2.0,13707.0,0,0,5,33.0,N,"09th Aug, 2023",1691581884000.0,1691581885000,B,R,Marathon Nexzone,20,7799852,10212460,13707.0,1031,34960,N,"{'LATITUDE': '18.965842', 'LONGITUDE': '73.126869'}",52.861807,69.212735,,Marathon Nexzone Others,PSEUDO_LISTING,,2024-01-31 00:00:00,1,569,52.86-69.21  sq.m.,78 L - 1.02 Cr,2 BHK Flat in New Panvel,Freehold,Builder,Builder,2023-08-09 17:21:24,2 weeks ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",9.0,"[{'text': '2 Railway Stations'}, {'text': '2 Connectivities'}, {'text': '3 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}]",Marathon Nexzone,Marathon Nexzone,,1,15,Navi Mumbai,34960,Marathon Nexzone,Marathon Nexzone,5129,New Panvel,
70711186,O70711186,S,"Book your 1 BHK flat in Marathon Nexzone, New Panvel, Navi Mumbai. Having a carpet area of 420.0 sq. ft. - 459.0 sq. ft., these flats promise an exclusive view and refreshing vibes, making them well ventilated.

It is a superbly design project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities to premium amenities that include Sun Deck, Lift(s), Table Tennis, Carrom, Rain Water Harvesting and what not. Now, you can buy this exclusive 1 BHK flat at a price range of Rs. 50 Lac - Rs. 54.64 Lac.",Residential Apartment,Navi Mumbai,2.0,1,1.0,11905.0,0,0,5,33.0,N,"09th Aug, 2023",1691581882000.0,1691581884000,B,R,Marathon Nexzone,4,5000100,5464395,11905.0,1031,34960,N,"{'LATITUDE': '18.965842', 'LONGITUDE': '73.126869'}",39.01926,42.642477,,Marathon Nexzone Others,PSEUDO_LISTING,,2024-01-31 00:00:00,1,420,39.02-42.64  sq.m.,50  - 54.64 L,1 BHK Flat in New Panvel,Freehold,Builder,Builder,2023-08-09 17:21:22,2 weeks ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",9.0,"[{'text': '2 Railway Stations'}, {'text': '2 Connectivities'}, {'text': '3 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}]",Marathon Nexzone,Marathon Nexzone,,1,15,Navi Mumbai,34960,Marathon Nexzone,Marathon Nexzone,5129,New Panvel,
70422166,B70422166,S,"Book a spectacular property in Kailash Gardens Lotus that brings 2 BHK apartments in Kalyan West, Mumbai Beyond Thane. We have a 2 BHK apartment with a carpet area of 665.0 sq. ft., available at an economical price of Rs. 70 Lac.

A close attention has been paid to each detail for a comfortable living. There are 9 towers in Kailash Gardens Lotus. Further, you can stay assured of Entrance Lobby, Car Parking, 24/7 Water Supply, Club House, Landscape Garden, etc. Loaded with all the modern amenities, the project is certainly a steal deal.",Residential Apartment,Mumbai Beyond Thane,2.0,1,2.0,10526.0,0,0,6,18.0,N,"25th Jul, 2023",1690270242000.0,1690270244000,B,R,Kailash Gardens Lotus,1,7000000,7000000,10526.0,51628,67002,N,"{'LATITUDE': '19.250323', 'LONGITUDE': '73.152859'}",61.780495,61.780495,,Kailash Gardens Lotus Others,PSEUDO_LISTING,,2024-07-14 00:00:00,1,665,61.78 sq.m.,70 L,2 BHK Flat in Kalyan West,Freehold,Builder,Builder,2023-07-25 13:00:42,1 month ago,[],"['READY TO MOVE', 'NEW BOOKING', 'RERA']",50.0,"[{'text': '3 Religious Places'}, {'text': '41 Hospitals'}]",Kailash Gardens Lotus,Kailash Gardens Lotus,,1,274,Mumbai Beyond Thane,67002,Kailash Gardens Lotus,Kailash Gardens Lotus,5001,Kalyan West,
70422164,C70422164,S,"Book your 1 BHK flat in Kailash Gardens Lotus, Kalyan West, Mumbai Beyond Thane. Having a carpet area of 425.0 sq. ft. - 525.0 sq. ft., these flats promise an exclusive view and refreshing vibes, making them well ventilated.

It is a superbly design project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities to premium amenities that include Landscape Garden, CCTV Camera Security, 24x7 Security, InterCom, Entrance Lobby and what not. Now, you can buy this exclusive 1 BHK flat at a price range of Rs. 40 Lac - Rs. 51 Lac.",Residential Apartment,Mumbai Beyond Thane,2.0,1,1.0,9553.0,0,0,6,18.0,N,"25th Jul, 2023",1690270240000.0,1690270242000,B,R,Kailash Gardens Lotus,4,4000000,5100000,9553.0,51628,67002,N,"{'LATITUDE': '19.250323', 'LONGITUDE': '73.152859'}",39.483775,48.774075,,Kailash Gardens Lotus Others,PSEUDO_LISTING,,2024-07-14 00:00:00,1,425,39.48-48.77  sq.m.,40  - 51 L,1 BHK Flat in Kalyan West,Freehold,Builder,Builder,2023-07-25 13:00:40,1 month ago,[],"['READY TO MOVE', 'NEW BOOKING', 'RERA']",50.0,"[{'text': '3 Religious Places'}, {'text': '41 Hospitals'}]",Kailash Gardens Lotus,Kailash Gardens Lotus,,1,274,Mumbai Beyond Thane,67002,Kailash Gardens Lotus,Kailash Gardens Lotus,5001,Kalyan West,
69160468,C69160468,P,"This beautiful 4 bhk fully_furnished, house is located in the heart of aarey milk colony, mumbai. Priced at 9500 per bed with a 2 months deposit of 19000 security deposit, it is easily accessible and well-Connected, with a floor area of 2000 sq.Ft. This house features modular kitchen, fridge, sofa, dining table, tv, and air conditioner and more. It also has three bathrooms with appropriate facilities. Book now and make it yours!",Residential Apartment,Mumbai Andheri-Dahisar,,0,4.0,4.0,4,5,6,10.0,"23,12,24,26,39,19,1,2,3,6,9,20,21,32","09th Jul, 2023",1684395751000.0,1688908432000,A,R,Royal Palms Ruby Isle,1,9500,9500,4.0,39952,53036,N,"{'LATITUDE': '19.152336', 'LONGITUDE': '72.886295'}",185.806,185.806,"2,20,21,32,23,24,39,19,1,6,9,12,26,3,103",Royal Palms Ruby Isle Hall,PREMIUM_LISTING,"['Air Conditioned', 'Attached Bathroom']",2023-09-07 00:00:00,1,2000,185.81 sq.m.,"9,500/Bed",4 BHK Flat in Aarey Milk Colony,,Dealer: Nestaway Technologies Pvt Ltd,Dealer,2023-07-09 00:00:00,1 month ago,[],['SHARED BY 4'],45.0,"[{'text': '1 Parking'}, {'text': '1 Religious Place'}, {'text': '37 Hospitals'}, {'text': '1 Bus Depot'}]",Royal Palms Ruby Isle,Royal Palms Ruby Isle,2.0,7,218,Mumbai Andheri-Dahisar,53036,Royal Palms Ruby Isle,Royal Palms Ruby Isle,17314,Aarey Milk Colony,705
49678112,W49678112,P,"This is furnished flat in very good location and locality all necessities nearby banks atms malls markets etc chembur and kurla stations ten minutes bkc twenty minutes close to freeway and eastern express high way close by gardens joggers park monorail stations walking distance new cuff parde ncp wadala close by godrej collision everard nagar sion near 
For boys and girls we have multiple options separately and gated community with cctv cameras in society.",Residential Apartment,Mumbai Harbour,,0,1.0,36.0,1,3,2,7.0,F,"09th Jul, 2023",,1688925602000,A,R,GOOD SOCIETY,1,11000,11000,36.0,0,0,N,"{'LATITUDE': '19.060577', 'LONGITUDE': '72.899179'}",27.8709,27.8709,"105,103","₹11,000, 1 bhk Residential Apartment in Chembur East - Bedroom",PREMIUM_LISTING,"['Food Service Included', 'Housekeeping available', 'Attached Bathroom', 'East Facing']",2023-09-07 00:00:00,1,300,27.87 sq.m.,"11,000/Bedroom",1 BHK Flat in Chembur East,,Dealer: Varun Real Estate,Dealer,2023-07-09 00:00:00,1 month ago,[],"['FURNISHED', 'PRIVATE ROOM']",50.0,"[{'text': '6 Religious Places'}, {'text': '27 Hospitals'}, {'text': '2 Pharmacys'}]",GOOD SOCIETY,GOOD SOCIETY,1.0,3,13,Mumbai Harbour,0,GOOD SOCIETY,GOOD SOCIETY,4893,Chembur East,Nr By Kstar Mall Diamond Garden
70824170,B70824170,P,"Girls pg at powai pundalik villa 

No brokerage
No lock-In
No time restrictions
No boys allowed
Only 1 month notice 

More details as follows: - 

Girls paying guest / sharing accommodation at opp. Iit maingate - Powai 

All-Inclusive fixed rent
@9,000/- - 3 sharing & *12,000/- Deposit 

Fully maintained by the owner, no need to pay for routine house hold repairs & maintenance. 

Included in rent
Maid services for floor cleaning, dish/utensils cleaning & dusting, twice a day (Morning & evening,)
Electricity bills, 
High-Speed wi-Fi 
Cooking gas refill, 
Hand wash
Monthly chemicals for floor cleaning, utensils cleaning, toilet cleaner, dish wash etc. 

Private lockers for each girl for grocery, 

Fully furnished kitchen with multiple crockery and utensils 

4 burners glass top gas stove
Water purifier with amc
Bisleri water bottle,
Iron with ironing table,
Reading light, 

Pest control with amc 

Led smart tv's in each bedroom, 

Washing machine,
Seperate refrigerator for each room 

Storage bed with high quality soft mattresses, bedsheet & pillow, 
Separate cupboard, 

Split ac's in every bedroom with amc (Billed monthly as per actual usage), 

No additional monthly burden 

Food is not included but cook can be arranged for preparing food on additional payment.",Residential Apartment,Central Mumbai suburbs,,0,3.0,13.0,1,3,3,3.0,"23,24,19","15th Aug, 2023",1692114653000.0,1692114653000,A,R,"IIT Maingate, Powai ",1,9000,9000,13.0,0,0,N,"{'LATITUDE': '19.155238', 'LONGITUDE': '72.954021'}",60.38695,60.38695,"23,24,19,106,105,103","₹9000, 3 bhk Residential Apartment in IIT Maingate, Powai - Hall",PREMIUM_LISTING,"['Laundry Service available', 'Housekeeping available', 'East Facing', 'Top Floor']",2023-09-30 00:00:00,1,650,60.39 sq.m.,"9,000/Bed","3 BHK Flat in IIT Maingate, Powai",,Dealer: Prime Properties,Dealer,2023-08-15 21:20:53,1 week ago,[],"['FURNISHED', 'SHARED BY 3']",50.0,"[{'text': '9 Religious Places'}, {'text': '19 Hospitals'}, {'text': '1 Attraction'}, {'text': '1 Pharmacy'}]","IIT Maingate, Powai ","IIT Maingate, Powai ",1.0,3,14,Central Mumbai suburbs,0,"IIT Maingate, Powai ","IIT Maingate, Powai ",0,"IIT Maingate, Powai",
70595190,Z70595190,P,"Strategically located pg/paying guest in andheri west, mumbai andheri-Dahisar is available for students and working professionals rent now. This is a sharing room. It can be shared by 3 people. This property is spread over 1095 sq.Ft. Super built up area with 2 bedroom(s) with 2 bathrooms & 1 balcony. This property has servant room as well. You will get furnished room. 12 light, 10 bed, 10 wardrobe, 1 fan, 1 geyser, 1 fridge and 1 curtains are available in the pg. The home is only 1-5 years old. You can shift here from thu, 03 aug 2023. 1 bed are right now available in this property. Expected price for this pg room is 9000. 9000 one time maintenance charges are not included in the rent. One time booking charges are 9000. You will have to pay 9000 as security deposit. Food will be provided here. Breakfast, lunch, dinner will be provided on weekdays and dinner, lunch, breakfast will be provided on weekends. Veg only allowed/available. Minimum contract duration for pg will be 1 month. You will have to serve a notice period of 1 month. Within the pg, follow these house rules: Alcohol not allowed, pets not allowed, smoking not allowed, party/event not allowed and visitors not allowed. Additionally, no opposite gender and no drug abuse in the flat.
. You will also get security / fire alarm, internet/wi-Fi connectivity and water purifier, swimming pool, club house / community center, maintenance staff and security personnel, no open drainage around, corner property, wheelchair friendly and in a gated society. You will also get full power back up. Its a beautiful west facing property. There is marble flooring in entire premises personal beds mattress, beds and cupboards. Wi-Fi, water facilities 24*7. Is the highlight of this pg room.",Residential Apartment,Mumbai Andheri-Dahisar,,0,2.0,8.0,1,4,1,15.0,"23,1,3,47,17,9,30,32","03rd Aug, 2023",1691062531000.0,1691062531000,A,R,Sagar City Complex,1,9000,9000,8.0,836,1021,N,"{'LATITUDE': '19.119967', 'LONGITUDE': '72.839708'}",101.728785,101.728785,"17,32,23,1,47,9,30,3,105,101",Sagar City Complex Kitchen,PREMIUM_LISTING,"['Mithibai College of Art within 1km', 'Housekeeping available', 'Marble Flooring', 'Furnished']",2023-10-02 00:00:00,1,1095,101.73 sq.m.,"9,000/Bed",2 BHK Flat in Andheri West,,Dealer: Arctic Stays,Dealer,2023-08-03 17:05:30,3 weeks ago,[],"['FURNISHED', 'SHARED BY 3']",50.0,"[{'text': '1 Parking'}, {'text': '1 Religious Place'}, {'text': '32 Hospitals'}]",Sagar City Complex,Sagar City Complex,1.0,13,218,Mumbai Andheri-Dahisar,1021,Sagar City Complex,Sagar City Complex,4954,Andheri West,1306
