PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PROP_NAME,PRICE_SQFT,MAP_DETAILS,AMENITIES,AREA,PRICE,PROP_HEADING,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,location,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
U71381638,S,"Dharitri royal enclave in new town, kolkata east by dharitri infraventure is a residential project. 
 
The project offers apartments,villas and floors with perfect combination of contemporary architecture and features to provide comfortable living. 
 
The apartment are of the following configurations: 1bhk,2bhk and 3bhk. 
 
This is a non rera registered project. 
 
The project is spread over a total area of 24.03 acres of land. The construction is of 4 floors. An accommodation of 1030 units has been provided. 
 
Offering 24 amenities for better living experience.",Independent House/Villa,Kolkata East,2.0,1,2.0,4166.0,0,0,6,0.0,N,Dharitri Royal Enclave,4166.0,"{'LATITUDE': '22.563713', 'LONGITUDE': '88.519858'}",,720 sq.ft.,30 L,2 Bedroom House in New Town,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",15.0,"[{'category': 'Shopping', 'text': '3 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Bank', 'text': '3 Bankss', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'AmusementPark', 'text': '1 Amusement Park', 'className': 'amprk', 'icon': 'https://static.99acres.com/universalapp/img/amprk.png'}, {'category': 'Miscellaneous', 'text': '2 Miscellaneouss', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Dharitri Royal Enclave,Dharitri Royal Enclave,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",,,,,720.0,,,
H71200544,S,"Shine Cennet is an under construction project, offering 3 BHK flats in Dum Dum, Kolkata North. These flats have a super built-up area in the range of 1434.0 sq. ft. to 1541.0 sq. ft. and are available at an economical price of Rs. 86.04 Lac - Rs. 92.46 Lac.

It is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as 24/7 Power Backup, Terrace Garden, Community Hall, Swimming Pool, Gymnasium, etc. that make it one of the most sought after neighborhoods.",Residential Apartment,Kolkata North,2.0,1,3.0,6000.0,0,0,5,9.0,N,Shine Cennet,6000.0,"{'LATITUDE': '22.64971', 'LONGITUDE': '88.41945'}",,1434-1541  sq.ft.,86.04  - 92.46 L,3 BHK Flat in Dum Dum,"['UNDER CONSTRUCTION', 'NEW BOOKING']",23.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '16 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",Shine Cennet,Shine Cennet,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '488', 'LOCALITY_NAME': 'Dum Dum', 'ADDRESS': None}",,1,,,,,,
S71168928,S,"Enjoy a blissful living experience in Kwality Waterside. This residential project encompasses 2 BHK flats in Rajarhat, Kolkata East and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle.

Its unique highlights include facilities like Community Hall, 24/7 Water Supply, Landscape Garden, Gymnasium, 24/7 Power Backup and many others. All of these and the other features make this project a true value for money. And you can now buy your exclusive 2 BHK flat in this project at a price of Rs. 15.6 Lac - Rs. 15.81 Lac. It has a super built-up area ranging from 589.0 sq. ft. - 597.0 sq. ft.",Residential Apartment,Kolkata East,2.0,1,2.0,2649.0,0,0,5,20.0,N,Kwality Waterside,2649.0,"{'LATITUDE': '22.625403', 'LONGITUDE': '88.440947'}",,589-597  sq.ft.,15.6  - 15.81 L,2 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",6.0,"[{'category': 'Connectivity', 'text': '4 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Kwality Waterside,Kwality Waterside,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",,1,,,,,,
I71168924,S,"This well-known project offers 1 BHK apartments in Rajarhat, Kolkata East. With a super built-up area, ranging from 453.0 sq. ft. to 492.0 sq. ft., the apartments are available at an economical price range of Rs. 12 Lac to Rs. 13.03 Lac.

A close attention has been paid to each detail for a comfortable living. It has Gymnasium, Children's Play Area, Landscape Garden, 24x7 Security, 24/7 Water Supply, etc. Loaded with all the modern amenities, the project is certainly a steal deal.",Residential Apartment,Kolkata East,2.0,1,1.0,2649.0,0,0,5,20.0,N,Kwality Waterside,2649.0,"{'LATITUDE': '22.625403', 'LONGITUDE': '88.440947'}",,453-492  sq.ft.,12  - 13.03 L,1 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",6.0,"[{'category': 'Connectivity', 'text': '4 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Kwality Waterside,Kwality Waterside,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",,1,,,,,,
Q70465236,S,"DPKA Manorama Residency offers 3 BHK flats in Rajarhat, Kolkata East. These are an under construction flats. There are a total of 1 towers in the project. The project is a nicely designed and offers an excellent infrastructure to the residents. It spreads across a super built-up area of 1220.0 sq. ft. You can now get it for Rs. 36.84 Lac. 

DPKA Manorama Residency offers inclusion of essential amenities like Power Back up Lift, 24/7 Water Supply, CCTV Camera Security, Community Hall, Car Parking, etc. The aesthetics too are tastefully done to suit to your urbane living needs and promises to offer an easy living within budget.",Residential Apartment,Kolkata East,2.0,1,3.0,3020.0,0,0,5,4.0,N,DPKA Manorama Residency,3020.0,"{'LATITUDE': '22.613792453513', 'LONGITUDE': '88.42666803807'}",,1220 sq.ft.,36.84 L,3 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW BOOKING']",7.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '1 Education', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}]",DPKA Manorama Residency,DPKA Manorama Residency,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",,1,,1220.0,,,,
P70465234,S,"Experience a new style of living with DPKA Manorama Residency. The project offers an exclusive range of 2 BHK flats in Rajarhat, Kolkata East at a price range of Rs. 27.36 Lac - Rs. 31.5 Lac.

These flats have a super built-up area ranging from 906.0 sq. ft. - 1043.0sq. ft. It is an under construction project. The design is done keeping every small to large needs of residents in consideration. Plus, a comprehensive range of amenities including 24/7 Water Supply, Lift(s), Car Parking, 24/7 Power Backup, Power Back up Lift, etc. make it one of the most desirable residential projects in Kolkata East.",Residential Apartment,Kolkata East,2.0,1,2.0,3020.0,0,0,5,4.0,N,DPKA Manorama Residency,3020.0,"{'LATITUDE': '22.613792453513', 'LONGITUDE': '88.42666803807'}",,906-1043  sq.ft.,27.36  - 31.5 L,2 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW BOOKING']",7.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '1 Education', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}]",DPKA Manorama Residency,DPKA Manorama Residency,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",,1,,,,,,
W70465232,S,"Live in a world of comfort and style at DPKA Manorama Residency, located in Rajarhat, Kolkata East. Book your 1 BHK apartment now. Sprawling across a super built-up area of 539.0 sq. ft. - 596.0 sq. ft., these are an under construction apartments.

These are available at a price range of Rs. 16.28 Lac to Rs. 18 Lac. All the 1 towers have with aesthetically crafted interiors as well as exteriors. The project has the latest amenities like Power Back up Lift, Community Hall, Car Parking, 24/7 Power Backup, 24/7 Water Supply, etc.",Residential Apartment,Kolkata East,2.0,1,1.0,3020.0,0,0,5,4.0,N,DPKA Manorama Residency,3020.0,"{'LATITUDE': '22.613792453513', 'LONGITUDE': '88.42666803807'}",,539-596  sq.ft.,16.28  - 18 L,1 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW BOOKING']",7.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Connectivity', 'text': '3 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '1 Education', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}]",DPKA Manorama Residency,DPKA Manorama Residency,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",,1,,,,,,
N69624834,S,"Multistorey apartment is located on 1st floor. It faces east, south and west direction plenty of air and light throughout the day. Reserved covered car parking for residents available for additional rent negotiable. Located ~900m from dum dum metro station and ~500m from kalindi
 Additional details :

The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1.0,1,3.0,4642.0,0,1,2,5.0,N,Exotic Mansion,4642.0,"{'LATITUDE': '22.646757', 'LONGITUDE': '88.431907'}",,1400 sq.ft.,65 L,3 BHK Flat in Dum Dum,"['READY TO MOVE', 'RESALE']",34.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '21 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",Exotic Mansion,Exotic Mansion,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '488', 'LOCALITY_NAME': 'Dum Dum', 'ADDRESS': '3/174 Seth Bagan Road, Kolkata 700030'}",1.0,1,1400.0,,,,,
F70459710,S,"This beautiful 2 bhk flat in hooghly, kolkata west is situated in ridhi city, one of the popular residential society in kolkata west. This residential flat is south-Facing direction. The flat occupies a super built up area of 973 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The flat has a total of 4 floors and this property is situated on top floor. This 10+ years old property is available for immediate possession as the project is ready to move. The beautifully designed mosaic flooring enhances the beauty of the flat. The project provides a continuous supply of water to its flats.",Residential Apartment,Kolkata West,1.0,1,2.0,2712.0,1,2,3,4.0,24,Ridhi Sidhi Apartment Rishra,2712.0,"{'LATITUDE': '22.895469', 'LONGITUDE': '88.396289'}","24,103",973 sq.ft.,22 L,2 BHK Flat in Hooghly,"['READY TO MOVE', 'RESALE']",21.0,"[{'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '11 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}]",Ridhi Sidhi Apartment Rishra,Ridhi Sidhi Apartment Rishra,"{'CITY': '29', 'CITY_NAME': 'Kolkata West', 'LOCALITY_ID': '3036', 'LOCALITY_NAME': 'Hooghly', 'ADDRESS': None}",0.0,4,811.0,973.0,,,,
K68976568,S,Best in class property available at narendrapur location in kolkata,Residential Apartment,Kolkata South,1.0,1,2.0,3214.0,2,0,1,4.0,N,Narendrapur Project,3214.0,"{'LATITUDE': '0.0', 'LONGITUDE': '0.0'}",,560 sq.ft.,16 L,2 BHK Flat in Narendrapur,"['READY TO MOVE', 'RESALE']",,,Narendrapur Project,Narendrapur Project,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '6852', 'LOCALITY_NAME': 'Narendrapur', 'ADDRESS': 'Narendrapur'}",0.0,G,490.0,,560.0,,,
V67655118,S,"Modular kitchen,1.5ton window a
C ,car parking, iron grill all along & on main door,fans in all the rooms, newly painted",Residential Apartment,Kolkata East,1.0,1,2.0,3935.0,4,7,6,4.0,"33,23,12,24,17,19,1,3,5,6,9,20,31,21,43",Siddha Town,3935.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","17,5,20,21,23,24,19,1,6,9,43,33,12,3,31,103",780 sq.ft.,30.7 L,2 BHK Flat in Rajarhat,"['READY TO MOVE', 'RESALE']",15.0,"[{'category': 'Shopping', 'text': '3 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '2 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '2 Pharmacys', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Siddha Town,Siddha Town,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",1.0,4,630.0,780.0,,,,
P71052344,S,"Priti nibas is one of the most popular destination for buying apartments/ flats in belgharia, kolkata north. You too can be a part of this society by purchasing this 2 bhk flat here. Constructed on a super built up area of 970 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 1st level of a 2 storey building. This 5-10 years old property is available for immediate possession as the project is ready to move.",Residential Apartment,Kolkata North,1.0,1,2.0,4062.0,4,0,2,2.0,N,Priti Nibas,4062.0,"{'LATITUDE': '22.6683782', 'LONGITUDE': '88.384625'}",103,970 sq.ft.,26 L,2 BHK Flat in Belgharia,"['READY TO MOVE', 'RESALE']",20.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Hospital', 'text': '13 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Priti Nibas,Priti Nibas,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '487', 'LOCALITY_NAME': 'Belgharia', 'ADDRESS': None}",1.0,1,640.0,970.0,750.0,,,
J70862530,S,"Nestled in kasba, kolkata is a 2 bhk apartment available for sale at a competitive price. Aptly kept, this property is in a calm and friendly neighborhood and is worth considering to settle down with your much-Adored family. So, hurry up to book this property property specifications resting on the advantageous first floor, this 2 bhk apartment is ideal for families with kidselderly people as they get to move around comfortably without being dependent on the lift. Being unfurnished is another plus point as residents will have complete freedom to customise the abode as per their tastes and needs. Bright and airy, this flat is brilliantly configured and promotes good vibes for the residents. Talking of the layout, the flat encompasses 2 bedrooms opening onto a common balcony, 2 western-Style bathrooms, a spacious living dining area, and a kitchen. Moreover, one of the bathrooms is attached to the master bedroom and the other is for common use. Mosaic tiles which are durable and have a long-Lasting shine are used for the flooring of all rooms. Facilities the safety of vehicles will not be a concern as a garage is available for the same. To ensure the well-Being of residents there is a security guard downstairs. Further, the locality is supported by cesc power supply so the area faces rare power cuts. Locality this property is in a well-Developed locality and one can find acropolis mall, gariahat market, ruby general hospital, fortis hospital, and south point school in the vicinity. The locality has excellent transport facilities and the bus stop and auto stand can be reached within 1 min walk. On the whole residents here can be assured of living a hassle-Free lifestyle.",Residential Apartment,Kolkata South,1.0,1,2.0,5000.0,2,7,3,3.0,"24,47,17,9,40,41,42,43",Dakshini apartments,5000.0,"{'LATITUDE': '22.519587', 'LONGITUDE': '88.376107'}","17,24,47,9,40,41,42,43",1000 sq.ft.,50 L,2 BHK Flat in Kasba,"['READY TO MOVE', 'RESALE']",50.0,"[{'category': 'ReligiousPlace', 'text': '4 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '13 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}, {'category': 'Pharmacy', 'text': '2 Pharmacys', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}]",Dakshini apartments,Dakshini apartments,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '1442', 'LOCALITY_NAME': 'Kasba', 'ADDRESS': None}",1.0,1,,,1000.0,,,
U58640012,S,"On main road, opposite rkm narendrapur, beside dabur factory",Residential Apartment,Kolkata South,1.0,1,3.0,4405.0,2,8,2,7.0,"23,12,24,3,26,17,19,9,21",Rajat Flora,4405.0,"{'LATITUDE': '22.43107', 'LONGITUDE': '88.40274'}","17,21,23,24,19,9,12,3,26",1362 sq.ft.,60 L,3 BHK Flat in Narendrapur,"['READY TO MOVE', 'RESALE']",1.0,[],Rajat Flora,Rajat Flora,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '6852', 'LOCALITY_NAME': 'Narendrapur', 'ADDRESS': None}",1.0,7,1362.0,,,,,
H70099186,S,"Open ness , golf course at front",Independent House/Villa,Kolkata East,1.0,1,3.0,10476.0,1,0,1,2.0,N,The Vedic Village,10476.0,"{'LATITUDE': '22.6065549', 'LONGITUDE': '88.5255283'}",103,2100 sq.ft.,2.6 Cr,3 Bedroom House in Rajarhat,"['READY TO MOVE', 'RESALE']",1.0,"[{'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",The Vedic Village,The Vedic Village,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",2.0,,,,,2100.0,sq.ft.,2100.0
S69123378,S,"Do you wish to buy an independent house in garia, kolkata south. This 12 bhk house looks like an ideal choice for somebody looking for peace of mind. This house occupies a super built up area of 7 kottah and contains 12 bedrooms, 10 bathrooms and 1 balcony. The houses comes with dedicated 3 covered parking space(s) where you can easily park your vehicle(s). As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. This spacious house can be all yours at an attractive price of 6.5 crore.",Independent House/Villa,Kolkata South,1.0,1,12.0,9259259.0,0,0,3,3.0,N,,9259259.0,"{'LATITUDE': '22.407335', 'LONGITUDE': '88.413744'}",,5054 sq.ft.,6.5 Cr,12 Bedroom House in Garia,"['READY TO MOVE', 'RESALE']",3.0,"[{'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}]",,,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '651', 'LOCALITY_NAME': 'Garia', 'ADDRESS': None}",1.0,,,,,7.02,kottah,5054.399959564799
Z69916160,S,Residential apartment for sell.Located on 2nd floor out of the 5 located in chak garia.It is a semifurnished property.The property has 3 bedrooms with 2 bathrooms .Available at an expected price of rs 5400000.The property comes with a good construction quality which ages 5-10 years old property,Residential Apartment,Kolkata South,1.0,1,3.0,4703.0,4,1,2,5.0,"23,5,9,21",Konark apartment,4703.0,"{'LATITUDE': '22.536024093628', 'LONGITUDE': '88.354690551758'}","5,21,23,9",1148 sq.ft.,51 L,3 BHK Flat in Chak Garia,"['READY TO MOVE', 'RESALE']",49.0,"[{'category': 'MetroStation', 'text': '2 Metro Stations', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '17 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '2 Pharmacys', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Konark apartment,Konark apartment,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '32163', 'LOCALITY_NAME': 'Chak Garia', 'ADDRESS': 'Sri Nagar Main Road'}",1.0,2,800.0,1148.0,,,,
Q71264558,S,"Well mantain , spacious road connected, near hoaspital around 1 km, market 1 km, metro 1km",Residential Apartment,Kolkata South,1.0,1,3.0,7211.0,1,1,2,3.0,"44,23,24,25,47,19,21",orchid mention,7211.0,"{'LATITUDE': '22.4982976', 'LONGITUDE': '88.394025'}","21,44,23,24,47,19,25",1040 sq.ft.,75 L,3 BHK Flat in Kalikapur,"['READY TO MOVE', 'RESALE']",50.0,"[{'category': 'ReligiousPlace', 'text': '13 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '12 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '2 Pharmacys', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'Library', 'text': '1 Library', 'className': 'lib', 'icon': 'https://static.99acres.com/universalapp/img/lib.png'}]",orchid mention,orchid mention,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '3454', 'LOCALITY_NAME': 'Kalikapur', 'ADDRESS': '493'}",1.0,2,1040.0,,,,,
X71113768,S,"The property is near badamtala bus stand(2min walk) on ghosh para road. Nearest railway station is palta. Barrackpore station is 15min by road. Local market is 1 min. Completely residential area; Nearby schools; Banks etc. South facing property. Though nearly 19 years old yet the construction is very good (Unlike todays construction), apartment is spacious, staircase is wide and low, corridor is spacious. All papers ok.",Residential Apartment,Kolkata North,1.0,1,2.0,2925.0,2,0,3,5.0,N,Sunrise Tower,2925.0,"{'LATITUDE': '22.790656', 'LONGITUDE': '88.368255'}",,720 sq.ft.,18 L,2 BHK Flat in Badamtala,"['READY TO MOVE', 'RESALE']",14.0,"[{'category': 'Shopping', 'text': '4 Shoppings', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'ATM', 'text': '2 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '2 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",Sunrise Tower,Sunrise Tower,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '42137', 'LOCALITY_NAME': 'Badamtala', 'ADDRESS': None}",1.0,4,615.38,,720.0,,,
