SPID,PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,REGISTER_DATE,POSTING_DATE,UPDATE_DATE,CLASS,RES_COM,PROP_NAME,PROPERTY_NUMBER,MIN_PRICE,MAX_PRICE,PRICE_SQFT,PROJ_ID,BUILDING_ID,VERIFIED,MAP_DETAILS,MIN_AREA_SQFT,MAX_AREA_SQFT,AMENITIES,ALT_TAG,PRODUCT_TYPE,TOP_USPS,EXPIRY_DATE,PROPERTY_TYPE__U,AREA,SECONDARY_AREA,PRICE,PROP_HEADING,VALUE_LABEL,CLASS_HEADING,CLASS_LABEL,REGISTER_DATE__U,REGISTERED_DAYS,PRIMARY_TAGS,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,location,BALCONY_NUM,FLOOR_NUM
68392002,H68392002,S,"Live in a world of comfort and style at Raymond Realty Ten X Habitat located in JK Gram, Thane. Book your 3 BHK apartment now. Sprawling across a carpet area of 1000.0 sq. ft, it is an under construction property available for Rs. 2.99 Crore.

The project has 10 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive Cricket Pitch, Business Lounge, Basketball Court, Paved Compound, Theatre, etc.",Residential Apartment,Thane,2.0,1,3.0,29881.0,0,0,5,42.0,N,"06th Apr, 2023",1680785323000.0,1680785323000,A,R,Raymond Realty Ten X Habitat,1,29881000,29881000,29881.0,323355,867674,N,"{'LATITUDE': '19.20765', 'LONGITUDE': '72.967438'}",92.903,92.903,,Raymond Realty Ten X Habitat Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,1000 sq.ft.,92.9 sq.m.,2.99 Cr,3 BHK Flat in JK Gram,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 18:18:43,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",12.0,"[{'text': '1 Railway Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '3 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '1 Office Complex'}, {'text': '1 Hotels'}, {'text': '1 Golf Course'}, {'text': '1 Stadium'}]",Raymond Realty Ten X Habitat,Raymond Realty Ten X Habitat,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '867674', 'BUILDING_NAME': 'Raymond Realty Ten X Habitat', 'SOCIETY_NAME': 'Raymond Realty Ten X Habitat', 'LOCALITY_ID': '11936', 'LOCALITY_NAME': 'JK Gram', 'ADDRESS': None}",,1
68392000,X68392000,S,"Make Raymond Realty Ten X Habitat your next home. This project offers 2 BHK flats in JK Gram, Thane. With a carpet area ranging from 635.0 sq. ft. to 635.0 sq. ft., these flats combine the finest design and amenities in Thane to provide a living experience unlike any other.

It is an under construction project and is unique in its perfect harmony of classic form and modern construction. The features and the amenities like Library, Bar/Chill-Out Lounge, Cafeteria, Reflexology Park, Basketball Court and many more make this residential project an epitome of modern living. Further, the society is well connected with all means of public transport. The flats are available at a price range of Rs. 1.53 Crore to Rs. 1.53 Crore.",Residential Apartment,Thane,2.0,1,2.0,24094.0,0,0,5,42.0,N,"06th Apr, 2023",1680785321000.0,1680785322000,A,R,Raymond Realty Ten X Habitat,12,15300000,15300000,24094.0,323355,867674,N,"{'LATITUDE': '19.20765', 'LONGITUDE': '72.967438'}",58.993405,58.993405,,Raymond Realty Ten X Habitat Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,635 sq.ft.,58.99 sq.m.,1.53  - 1.53 Cr,2 BHK Flat in JK Gram,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 18:18:41,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",12.0,"[{'text': '1 Railway Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '3 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '1 Office Complex'}, {'text': '1 Hotels'}, {'text': '1 Golf Course'}, {'text': '1 Stadium'}]",Raymond Realty Ten X Habitat,Raymond Realty Ten X Habitat,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '867674', 'BUILDING_NAME': 'Raymond Realty Ten X Habitat', 'SOCIETY_NAME': 'Raymond Realty Ten X Habitat', 'LOCALITY_ID': '11936', 'LOCALITY_NAME': 'JK Gram', 'ADDRESS': None}",,1
68391998,B68391998,S,"This well-known project offers 1 BHK apartments in JK Gram, Thane. With a carpet area, ranging from 383.52 sq. ft. to 454.0 sq. ft., the apartments are available at an economical price range of Rs. 90.24 Lac to Rs. 1.07 Crore.

There are 10 towers. A close attention has been paid to each detail for a comfortable living. It has Lawn Tennis Court, Bar/Chill-Out Lounge, Reflexology Park, Swimming Pool, Car Parking, etc. Loaded with all the modern amenities, the project is certainly a steal deal.",Residential Apartment,Thane,2.0,1,1.0,23504.0,0,0,5,42.0,N,"06th Apr, 2023",1680785320000.0,1680785320000,A,R,Raymond Realty Ten X Habitat,5,9023616,10668546,23504.0,323355,867674,N,"{'LATITUDE': '19.20765', 'LONGITUDE': '72.967438'}",35.581849,42.177962,,Raymond Realty Ten X Habitat Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,383-454  sq.ft.,35.58-42.18  sq.m.,90.24 L - 1.07 Cr,1 BHK Flat in JK Gram,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 18:18:40,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",12.0,"[{'text': '1 Railway Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '3 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '1 Office Complex'}, {'text': '1 Hotels'}, {'text': '1 Golf Course'}, {'text': '1 Stadium'}]",Raymond Realty Ten X Habitat,Raymond Realty Ten X Habitat,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '867674', 'BUILDING_NAME': 'Raymond Realty Ten X Habitat', 'SOCIETY_NAME': 'Raymond Realty Ten X Habitat', 'LOCALITY_ID': '11936', 'LOCALITY_NAME': 'JK Gram', 'ADDRESS': None}",,1
68391310,A68391310,S,"Let your dream of owning a flat come true with Mahavir Square. It offers an exclusive range of 4 BHK flats in Thane West, Thane. We bring you an amazing deal of a 4 BHK that is currently available at price of Rs. 3.44 Crore and has a carpet area of 1425.0 sq. ft. 

Mahavir Square is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as features many more attractive facilities with a host of amenities like Gated Community, Landscape Garden, Pool Table, Banquet Hall, 24/7 Water Supply, etc. ",Residential Apartment,Thane,2.0,1,4.0,24121.0,0,0,5,24.0,N,"06th Apr, 2023",1680783951000.0,1680783952000,A,R,Mahavir Square,1,34372425,34372425,24121.0,372321,499055,N,"{'LATITUDE': '19.24025', 'LONGITUDE': '72.96535'}",132.386775,132.386775,,Mahavir Square Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,1425 sq.ft.,132.39 sq.m.,3.44 Cr,4 BHK Flat in Thane West,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:55:52,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA']",15.0,"[{'text': '1 Railway Station'}, {'text': '1 Metro Station'}, {'text': '4 Shoppings'}, {'text': '3 Connectivities'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Bankss'}, {'text': '1 Office Complex'}, {'text': '1 Amusement Park'}]",Mahavir Square,Mahavir Square,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '499055', 'BUILDING_NAME': 'Mahavir Square', 'SOCIETY_NAME': 'Mahavir Square', 'LOCALITY_ID': '1107', 'LOCALITY_NAME': 'Thane West', 'ADDRESS': None}",,1
68391308,A68391308,S,"The project offers 3 BHK apartments in Thane West, Thane. These apartments have a carpet area, ranging from 839.0 sq. ft. to 997.0 sq. ft. and are available at a price range starting from Rs. 2.02 Crore to Rs. 2.4 Crore.

It is a new launch project, with 2 towers and features an array of facilities including a Air Hockey, Banquet Hall, High Speed Elevators, Creche/Day care, Jacuzzi. Further the property assures of 24/7 power back up and water supply. Lifts as well as intercom facility is available too.",Residential Apartment,Thane,2.0,1,3.0,24121.0,0,0,5,24.0,N,"06th Apr, 2023",1680783950000.0,1680783950000,A,R,Mahavir Square,4,20237519,24048637,24121.0,372321,499055,N,"{'LATITUDE': '19.24025', 'LONGITUDE': '72.96535'}",77.945617,92.624291,,Mahavir Square Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,839-997  sq.ft.,77.95-92.62  sq.m.,2.02  - 2.4 Cr,3 BHK Flat in Thane West,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:55:50,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA']",15.0,"[{'text': '1 Railway Station'}, {'text': '1 Metro Station'}, {'text': '4 Shoppings'}, {'text': '3 Connectivities'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Bankss'}, {'text': '1 Office Complex'}, {'text': '1 Amusement Park'}]",Mahavir Square,Mahavir Square,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '499055', 'BUILDING_NAME': 'Mahavir Square', 'SOCIETY_NAME': 'Mahavir Square', 'LOCALITY_ID': '1107', 'LOCALITY_NAME': 'Thane West', 'ADDRESS': None}",,1
68391306,E68391306,S,"Make Mahavir Square your next home. This project offers 2 BHK flats in Thane West, Thane. With a carpet area ranging from 624.0 sq. ft. to 748.0 sq. ft., these flats combine the finest design and amenities in Thane to provide a living experience unlike any other.

It is a new launch project and is unique in its perfect harmony of classic form and modern construction. The features and the amenities like Jogging Track, Entrance Lobby, Car Parking, Sauna, CCTV Camera Security and many more make this residential project an epitome of modern living. Further, the society is well connected with all means of public transport. The flats are available at a price range of Rs. 1.51 Crore to Rs. 1.8 Crore.",Residential Apartment,Thane,2.0,1,2.0,24121.0,0,0,5,24.0,N,"06th Apr, 2023",1680783948000.0,1680783948000,A,R,Mahavir Square,6,15051504,18042508,24121.0,372321,499055,N,"{'LATITUDE': '19.24025', 'LONGITUDE': '72.96535'}",57.971472,69.491444,,Mahavir Square Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,624-748  sq.ft.,57.97-69.49  sq.m.,1.51  - 1.8 Cr,2 BHK Flat in Thane West,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:55:49,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA']",15.0,"[{'text': '1 Railway Station'}, {'text': '1 Metro Station'}, {'text': '4 Shoppings'}, {'text': '3 Connectivities'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Bankss'}, {'text': '1 Office Complex'}, {'text': '1 Amusement Park'}]",Mahavir Square,Mahavir Square,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '499055', 'BUILDING_NAME': 'Mahavir Square', 'SOCIETY_NAME': 'Mahavir Square', 'LOCALITY_ID': '1107', 'LOCALITY_NAME': 'Thane West', 'ADDRESS': None}",,1
68391298,O68391298,S,"Make Mahavir Square your next home. Book your 1 BHK flat in Thane West, Thane. With a carpet area of 427.0 sq. ft., the flat combines the finest design and amenities in Thane to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 1 BHK flat for Rs. 1.03 Crore. It is a new launch property which is unique in its perfect harmony of classic form and modern construction.

The features and the amenities like Power Back up Lift, Rain Water Harvesting, Library, Sauna, Air Hockey and many more make this project an epitome of modern living. Further, the society is well connected with all means of public transport.",Residential Apartment,Thane,2.0,1,1.0,24121.0,0,0,5,24.0,N,"06th Apr, 2023",1680783946000.0,1680783947000,A,R,Mahavir Square,1,10300000,10300000,24121.0,372321,499055,N,"{'LATITUDE': '19.24025', 'LONGITUDE': '72.96535'}",39.669581,39.669581,,Mahavir Square Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,427 sq.ft.,39.67 sq.m.,1.03 Cr,1 BHK Flat in Thane West,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:55:47,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA']",15.0,"[{'text': '1 Railway Station'}, {'text': '1 Metro Station'}, {'text': '4 Shoppings'}, {'text': '3 Connectivities'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Bankss'}, {'text': '1 Office Complex'}, {'text': '1 Amusement Park'}]",Mahavir Square,Mahavir Square,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '499055', 'BUILDING_NAME': 'Mahavir Square', 'SOCIETY_NAME': 'Mahavir Square', 'LOCALITY_ID': '1107', 'LOCALITY_NAME': 'Thane West', 'ADDRESS': None}",,1
68390450,W68390450,S,"Book your 4 BHK flat in Manpada, Thane with Unique Vistas. It has a carpet area of 1390.0 sq. ft. and is available at a price of Rs. 2.42 Crore.

It is an under construction property. Unique Vistas has 10 towers and features an array of facilities including a Children's Play Area, Fire Fighting Systems, Jogging Track, Swimming Pool and Landscape Garden. Further the property assures of 24/7 power back up and water supply. Lifts as well as intercom facility is available too.",Residential Apartment,Thane,2.0,1,4.0,17391.0,0,0,5,29.0,N,"06th Apr, 2023",1680782139000.0,1680782139000,A,R,Unique Vistas,1,24173490,24173490,17391.0,10086,29720,N,"{'LATITUDE': '19.240858', 'LONGITUDE': '72.967931'}",129.13517,129.13517,,Unique Vistas Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,1390 sq.ft.,129.14 sq.m.,2.42 Cr,4 BHK Flat in Manpada,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:25:39,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",11.0,"[{'text': '2 Shoppings'}, {'text': '1 Religious Place'}, {'text': '3 Hospitals'}, {'text': '3 Bankss'}, {'text': '2 Miscellaneouss'}]",Unique Vistas,Unique Vistas,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '29720', 'BUILDING_NAME': 'Unique Vistas', 'SOCIETY_NAME': 'Unique Vistas', 'LOCALITY_ID': '1111', 'LOCALITY_NAME': 'Manpada', 'ADDRESS': None}",,1
68390446,O68390446,S,"This well-known project offers 3 BHK apartments in Manpada, Thane. With a carpet area, ranging from 940.0 sq. ft. to 1140.0 sq. ft., the apartments are available at an economical price range of Rs. 1.63 Crore to Rs. 1.98 Crore.

There are 10 towers. A close attention has been paid to each detail for a comfortable living. It has Landscape Garden, Children's Play Area, Lift(s), Jogging Track, Fire Fighting Systems, etc. Loaded with all the modern amenities, the project is certainly a steal deal.",Residential Apartment,Thane,2.0,1,3.0,17391.0,0,0,5,29.0,N,"06th Apr, 2023",1680782138000.0,1680782138000,A,R,Unique Vistas,3,16347540,19825740,17391.0,10086,29720,N,"{'LATITUDE': '19.240858', 'LONGITUDE': '72.967931'}",87.32882,105.90942,,Unique Vistas Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,940-1140  sq.ft.,87.33-105.91  sq.m.,1.63  - 1.98 Cr,3 BHK Flat in Manpada,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:25:38,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",11.0,"[{'text': '2 Shoppings'}, {'text': '1 Religious Place'}, {'text': '3 Hospitals'}, {'text': '3 Bankss'}, {'text': '2 Miscellaneouss'}]",Unique Vistas,Unique Vistas,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '29720', 'BUILDING_NAME': 'Unique Vistas', 'SOCIETY_NAME': 'Unique Vistas', 'LOCALITY_ID': '1111', 'LOCALITY_NAME': 'Manpada', 'ADDRESS': None}",,1
68390442,G68390442,S,"Experience a new style of living with Unique Vistas. The project offers an exclusive range of 2 BHK flats in Manpada, Thane at a price range of Rs. 1.2 Crore - Rs. 2.17 Crore.

These flats have a carpet area ranging from 690.0 sq. ft. - 1250.0sq. ft. It is an under construction project. The design is done keeping every small to large needs of residents in consideration. Plus, a comprehensive range of amenities including Fire Fighting Systems, Swimming Pool, Gymnasium, Car Parking, Video Door Security, etc. make it one of the most desirable residential projects in Thane.",Residential Apartment,Thane,2.0,1,2.0,17391.0,0,0,5,29.0,N,"06th Apr, 2023",1680782136000.0,1680782137000,A,R,Unique Vistas,7,11999790,21738750,17391.0,10086,29720,N,"{'LATITUDE': '19.240858', 'LONGITUDE': '72.967931'}",64.10307,116.12875,,Unique Vistas Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,690-1250  sq.ft.,64.1-116.13  sq.m.,1.2  - 2.17 Cr,2 BHK Flat in Manpada,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:25:37,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",11.0,"[{'text': '2 Shoppings'}, {'text': '1 Religious Place'}, {'text': '3 Hospitals'}, {'text': '3 Bankss'}, {'text': '2 Miscellaneouss'}]",Unique Vistas,Unique Vistas,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '29720', 'BUILDING_NAME': 'Unique Vistas', 'SOCIETY_NAME': 'Unique Vistas', 'LOCALITY_ID': '1111', 'LOCALITY_NAME': 'Manpada', 'ADDRESS': None}",,1
68390440,M68390440,S,"The project offers 1 BHK apartments in Manpada, Thane. These apartments have a carpet area, ranging from 470.0 sq. ft. to 470.0 sq. ft. and are available at a price range starting from Rs. 90 Lac to Rs. 90 Lac.

It is an under construction project, with 10 towers and features an array of facilities including a Children's Play Area, Car Parking, Gymnasium, Jogging Track, Video Door Security. Further the property assures of 24/7 power back up and water supply. Lifts as well as intercom facility is available too.",Residential Apartment,Thane,2.0,1,1.0,19148.0,0,0,5,29.0,N,"06th Apr, 2023",1680782134000.0,1680782135000,A,R,Unique Vistas,4,9000000,9000000,19148.0,10086,29720,N,"{'LATITUDE': '19.240858', 'LONGITUDE': '72.967931'}",43.66441,43.66441,,Unique Vistas Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,470 sq.ft.,43.66 sq.m.,90  - 90 L,1 BHK Flat in Manpada,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:25:35,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",11.0,"[{'text': '2 Shoppings'}, {'text': '1 Religious Place'}, {'text': '3 Hospitals'}, {'text': '3 Bankss'}, {'text': '2 Miscellaneouss'}]",Unique Vistas,Unique Vistas,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '29720', 'BUILDING_NAME': 'Unique Vistas', 'SOCIETY_NAME': 'Unique Vistas', 'LOCALITY_ID': '1111', 'LOCALITY_NAME': 'Manpada', 'ADDRESS': None}",,1
68390292,Y68390292,S,"Book your 4 BHK apartment in Piramal Vaikunth, Balkum, Thane. Having a carpet area of 1100.0 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes.

The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Banquet Hall, Creche/Day care, 24/7 Water Supply, Multipurpose Hall, Library and the premium amenities, including Squash Court and what not. Now, you can buy this exclusive 4 BHK apartment at Rs. 3 Crore.",Residential Apartment,Thane,2.0,1,4.0,27272.0,0,0,5,29.0,N,"06th Apr, 2023",1680781823000.0,1680781824000,A,R,Piramal Vaikunth,1,30000000,30000000,27272.0,237262,373294,N,"{'LATITUDE': '19.223389', 'LONGITUDE': '72.989916'}",102.1933,102.1933,,Piramal Vaikunth Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,1100 sq.ft.,102.19 sq.m.,3 Cr,4 BHK Flat in Balkum,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:20:24,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",13.0,"[{'text': '1 Railway Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '2 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Office Complexes'}, {'text': '1 Hotels'}, {'text': '1 Amusement Park'}, {'text': '1 Golf Course'}, {'text': '1 Stadium'}]",Piramal Vaikunth,Piramal Vaikunth,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '373294', 'BUILDING_NAME': 'Piramal Vaikunth', 'SOCIETY_NAME': 'Piramal Vaikunth', 'LOCALITY_ID': '7934', 'LOCALITY_NAME': 'Balkum', 'ADDRESS': None}",,1
68390288,O68390288,S,"Enjoy a blissful living experience in Piramal Vaikunth. This residential project encompasses 3 BHK flats in Balkum, Thane and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle.

Its unique highlights include facilities like 24/7 Water Supply, Creche/Day care, Indoor Games, Toddler Pool, Multipurpose Court and many others. All of these and the other features make this project a true value for money. And you can now buy your exclusive 3 BHK flat in this project at a price of Rs. 2.37 Crore - Rs. 3.46 Crore. It has a carpet area ranging from 940.0 sq. ft. - 1370.0 sq. ft.",Residential Apartment,Thane,2.0,1,3.0,25254.0,0,0,5,29.0,N,"06th Apr, 2023",1680781822000.0,1680781823000,A,R,Piramal Vaikunth,5,23738760,34597980,25254.0,237262,373294,N,"{'LATITUDE': '19.223389', 'LONGITUDE': '72.989916'}",87.32882,127.27711,,Piramal Vaikunth Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,940-1370  sq.ft.,87.33-127.28  sq.m.,2.37  - 3.46 Cr,3 BHK Flat in Balkum,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:20:22,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",13.0,"[{'text': '1 Railway Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '2 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Office Complexes'}, {'text': '1 Hotels'}, {'text': '1 Amusement Park'}, {'text': '1 Golf Course'}, {'text': '1 Stadium'}]",Piramal Vaikunth,Piramal Vaikunth,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '373294', 'BUILDING_NAME': 'Piramal Vaikunth', 'SOCIETY_NAME': 'Piramal Vaikunth', 'LOCALITY_ID': '7934', 'LOCALITY_NAME': 'Balkum', 'ADDRESS': None}",,1
68390286,A68390286,S,"Experience a new style of living with Piramal Vaikunth. The project offers an exclusive range of 2 BHK flats in Balkum, Thane at a price range of Rs. 1.13 Crore - Rs. 2.31 Crore.

These flats have a carpet area ranging from 560.0 sq. ft. - 1140.0sq. ft. It is an under construction project. The design is done keeping every small to large needs of residents in consideration. Plus, a comprehensive range of amenities including Squash Court, Indoor Games, Library, Jogging Track, Gymnasium, etc. make it one of the most desirable residential projects in Thane.",Residential Apartment,Thane,2.0,1,2.0,20220.0,0,0,5,29.0,N,"06th Apr, 2023",1680781820000.0,1680781821000,A,R,Piramal Vaikunth,17,11323200,23050800,20220.0,237262,373294,N,"{'LATITUDE': '19.223389', 'LONGITUDE': '72.989916'}",52.02568,105.90942,,Piramal Vaikunth Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,560-1140  sq.ft.,52.03-105.91  sq.m.,1.13  - 2.31 Cr,2 BHK Flat in Balkum,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:20:21,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",13.0,"[{'text': '1 Railway Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '2 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Office Complexes'}, {'text': '1 Hotels'}, {'text': '1 Amusement Park'}, {'text': '1 Golf Course'}, {'text': '1 Stadium'}]",Piramal Vaikunth,Piramal Vaikunth,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '373294', 'BUILDING_NAME': 'Piramal Vaikunth', 'SOCIETY_NAME': 'Piramal Vaikunth', 'LOCALITY_ID': '7934', 'LOCALITY_NAME': 'Balkum', 'ADDRESS': None}",,1
68390284,I68390284,S,"Experience a new style of living with Piramal Vaikunth. The project offers an exclusive range of 1 BHK flats in Balkum, Thane at a price range of Rs. 92 Lac - Rs. 1.04 Crore.

These flats have a carpet area ranging from 455.0 sq. ft. - 513.0sq. ft. It is an under construction project. The design is done keeping every small to large needs of residents in consideration. Plus, a comprehensive range of amenities including Multipurpose Court, Cafeteria, Jogging Track, Indoor Games, Cricket Pitch, etc. make it one of the most desirable residential projects in Thane.",Residential Apartment,Thane,2.0,1,1.0,20219.0,0,0,5,29.0,N,"06th Apr, 2023",1680781819000.0,1680781820000,A,R,Piramal Vaikunth,2,9200000,10372747,20219.0,237262,373294,N,"{'LATITUDE': '19.223389', 'LONGITUDE': '72.989916'}",42.270865,47.659239,,Piramal Vaikunth Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,455-513  sq.ft.,42.27-47.66  sq.m.,92 L - 1.04 Cr,1 BHK Flat in Balkum,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:20:19,4 months ago,[],"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA']",13.0,"[{'text': '1 Railway Station'}, {'text': '1 Shopping'}, {'text': '1 Connectivity'}, {'text': '2 Educations'}, {'text': '1 Hospital'}, {'text': '1 Airport'}, {'text': '2 Office Complexes'}, {'text': '1 Hotels'}, {'text': '1 Amusement Park'}, {'text': '1 Golf Course'}, {'text': '1 Stadium'}]",Piramal Vaikunth,Piramal Vaikunth,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '373294', 'BUILDING_NAME': 'Piramal Vaikunth', 'SOCIETY_NAME': 'Piramal Vaikunth', 'LOCALITY_ID': '7934', 'LOCALITY_NAME': 'Balkum', 'ADDRESS': None}",,1
68390076,B68390076,S,"Book a spectacular property in Lodha Amara that brings 4 BHK apartments in Kolshet Road, Thane. We have a 4 BHK apartment with a carpet area of 1444.0 sq. ft., available at an economical price of Rs. 3.13 Crore.

A close attention has been paid to each detail for a comfortable living. There are 50 towers in Lodha Amara. Further, you can stay assured of Jacuzzi, Billiards, Basketball Court, Rain Water Harvesting, Gymnasium, etc. Loaded with all the modern amenities, the project is certainly a steal deal.",Residential Apartment,Thane,2.0,1,4.0,21709.0,0,0,6,40.0,N,"06th Apr, 2023",1680781354000.0,1680781354000,A,R,Lodha Amara,1,31347796,31347796,21709.0,177287,289759,N,"{'LATITUDE': '19.233686', 'LONGITUDE': '72.988423'}",134.151932,134.151932,,Lodha Amara Others,PSEUDO_LISTING,,2023-09-16 00:00:00,1,1444 sq.ft.,134.15 sq.m.,3.13 Cr,4 BHK Flat in Kolshet Road,Freehold,Dealer: Mahavir Toshniwal,Dealer,2023-04-06 17:12:34,4 months ago,[],"['READY TO MOVE', 'NEW BOOKING', 'RERA']",14.0,"[{'text': '5 Shoppings'}, {'text': '1 Connectivity'}, {'text': '3 Educations'}, {'text': '5 Hospitals'}]",Lodha Amara,Lodha Amara,"{'CITY': '219', 'CITY_NAME': 'Thane', 'BUILDING_ID': '289759', 'BUILDING_NAME': 'Lodha Amara', 'SOCIETY_NAME': 'Lodha Amara', 'LOCALITY_ID': '1124', 'LOCALITY_NAME': 'Kolshet Road', 'ADDRESS': None}",,1
