PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PROP_NAME,PRICE_SQFT,MAP_DETAILS,AMENITIES,AREA,PRICE,PROP_HEADING,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT,CITY.1,CITY_NAME,LOCALITY_ID,LOCALITY_NAME,ADDRESS
D71235070,S,"Book your 4 BHK apartment in Tollygunge, Kolkata South at a price ranging from Rs. 1.29 Crore to Rs. 1.4 Crore. The Merlin Avana hosts exclusively designed 7 towers, each presenting an epitome of class and simplicity.

The residential apartments have a built-up area of 1368.0 sq. ft. to 1485.0 sq. ft. and are a new launch. With an impressive layout and a comprehensive range of amenities, like Barbecue, Rain Water Harvesting, Toddler Pool, Multipurpose Hall, 24x7 Security, etc., the Merlin Avana leaves no stone unturned to amaze.",Residential Apartment,Kolkata South,2,1,4,9434,0,0,5,20,N,Merlin Avana,9434,"{'LATITUDE': '22.481623', 'LONGITUDE': '88.324648'}",,1368,1.29  - 1.4 Cr,4 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",11,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '2 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Club', 'text': '1 Club', 'className': 'clb', 'icon': 'https://static.99acres.com/universalapp/img/clb.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Merlin Avana,Merlin Avana,,1,,,,,,,27,Kolkata South,598,tollygunge,
U71235066,S,"Make Merlin Avana your next home. This project offers 3 BHK flats in Tollygunge, Kolkata South. With a built-up area ranging from 781.0 sq. ft. to 1061.0 sq. ft., these flats combine the finest design and amenities in Kolkata South to provide a living experience unlike any other.

It is a new launch project and is unique in its perfect harmony of classic form and modern construction. The features and the amenities like Aerobics Centre, Gated Community, InterCom, Barbecue, Multipurpose Hall and many more make this residential project an epitome of modern living. Further, the society is well connected with all means of public transport. The flats are available at a price range of Rs. 75.09 Lac to Rs. 1.02 Crore.",Residential Apartment,Kolkata South,2,1,3,9614,0,0,5,20,N,Merlin Avana,9614,"{'LATITUDE': '22.481623', 'LONGITUDE': '88.324648'}",,781,75.09 L - 1.02 Cr,3 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",11,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '2 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Club', 'text': '1 Club', 'className': 'clb', 'icon': 'https://static.99acres.com/universalapp/img/clb.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Merlin Avana,Merlin Avana,,1,,,,,,,27,Kolkata South,598,tollygunge,
C71235064,S,"This well-known project offers 2 BHK apartments in Tollygunge, Kolkata South. With a built-up area, ranging from 627.0 sq. ft. to 688.0 sq. ft., the apartments are available at an economical price range of Rs. 58.5 Lac to Rs. 64.19 Lac.

There are 7 towers. A close attention has been paid to each detail for a comfortable living. It has Multipurpose Hall, CCTV Camera Security, Amphitheatre, Mini Theatre, Basketball Court, etc. Loaded with all the modern amenities, the project is certainly a steal deal.",Residential Apartment,Kolkata South,2,1,2,9330,0,0,5,20,N,Merlin Avana,9330,"{'LATITUDE': '22.481623', 'LONGITUDE': '88.324648'}",,627,58.5  - 64.19 L,2 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",11,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '2 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Club', 'text': '1 Club', 'className': 'clb', 'icon': 'https://static.99acres.com/universalapp/img/clb.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Merlin Avana,Merlin Avana,,1,,,,,,,27,Kolkata South,598,tollygunge,
J71207570,S,"Book your 3 BHK flat in Merlin Lakescape, New Town, Kolkata East. Having a built-up area of 677.0 sq. ft. - 953.0 sq. ft., these flats promise an exclusive view and refreshing vibes, making them well ventilated.

It is a superbly design project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities to premium amenities that include Swimming Pool, Open Space, Theatre, Security Cabin, Barbecue and what not. Now, you can buy this exclusive 3 BHK flat at a price range of Rs. 69 Lac - Rs. 90.5 Lac.",Residential Apartment,Kolkata East,2,1,3,9960,0,0,5,12,N,Merlin Lakescape,9960,"{'LATITUDE': '22.564633', 'LONGITUDE': '88.510995'}",,677,69  - 90.5 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",8,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}]",Merlin Lakescape,Merlin Lakescape,,1,,,,,,,28,Kolkata East,1503,new town,
L71207568,S,"Book your 2 BHK apartment in New Town, Kolkata East at a price ranging from Rs. 51 Lac to Rs. 55 Lac. The Merlin Lakescape hosts exclusively designed 6 towers, each presenting an epitome of class and simplicity.

The residential apartments have a built-up area of 662.0 sq. ft. to 677.0 sq. ft. and are an under construction. With an impressive layout and a comprehensive range of amenities, like CCTV Camera Security, Theatre, Water Softener Plant, Creche/Day care, Gazebo, etc., the Merlin Lakescape leaves no stone unturned to amaze.",Residential Apartment,Kolkata East,2,1,2,7920,0,0,5,12,N,Merlin Lakescape,7920,"{'LATITUDE': '22.564633', 'LONGITUDE': '88.510995'}",,662,51  - 55 L,2 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",8,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}]",Merlin Lakescape,Merlin Lakescape,,1,,,,,,,28,Kolkata East,1503,new town,
C71207562,S,"Book your 1 BHK flat in New Town, Kolkata East with Merlin Lakescape. It has a built-up area of 490.0 sq. ft. and is available at a price of Rs. 37 Lac.

It is an under construction property. Merlin Lakescape has 6 towers and features an array of facilities including a Yoga/Meditation Area, Internal Street Lights, Barbecue, CCTV Camera Security and Toddler Pool. Further the property assures of 24/7 power back up and water supply. Lifts as well as intercom facility is available too.",Residential Apartment,Kolkata East,2,1,1,7551,0,0,5,12,N,Merlin Lakescape,7551,"{'LATITUDE': '22.564633', 'LONGITUDE': '88.510995'}",,490,37 L,1 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",8,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}]",Merlin Lakescape,Merlin Lakescape,,1,,,490,,,,28,Kolkata East,1503,new town,
O71205742,S,"Book your 5 BHK apartment in New Town, Kolkata East at a price ranging from Rs. 2.8 Crore to Rs. 2.84 Crore. The Bhawani Inara hosts exclusively designed 1 towers, each presenting an epitome of class and simplicity.

The residential apartments have a super built-up area of 3555.0 sq. ft. to 3603.0 sq. ft. and are an under construction. With an impressive layout and a comprehensive range of amenities, like Community Hall, Yoga/Meditation Area, Swimming Pool, Barbecue, Children's Play Area, etc., the Bhawani Inara leaves no stone unturned to amaze.",Residential Apartment,Kolkata East,2,1,5,7881,0,0,5,13,N,Bhawani Inara,7881,"{'LATITUDE': '22.626586', 'LONGITUDE': '88.453086'}",,3555,2.8  - 2.84 Cr,5 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",13,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Park', 'text': '1 Park', 'className': 'prk', 'icon': 'https://static.99acres.com/universalapp/img/prk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Hotel', 'text': '1 Hotels', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}, {'category': 'AmusementPark', 'text': '1 Amusement Park', 'className': 'amprk', 'icon': 'https://static.99acres.com/universalapp/img/amprk.png'}, {'category': 'GolfCourse', 'text': '1 Golf Course', 'className': 'golf', 'icon': 'https://static.99acres.com/universalapp/img/golf.png'}, {'category': 'Stadium', 'text': '1 Stadium', 'className': 'stdm', 'icon': 'https://static.99acres.com/universalapp/img/stdm.png'}]",Bhawani Inara,Bhawani Inara,,1,,,,,,,28,Kolkata East,1503,new town,
N71205740,S,"Make Bhawani Inara your next home. This project offers 4 BHK flats in New Town, Kolkata East. With a super built-up area ranging from 2322.0 sq. ft. to 2355.0 sq. ft., these flats combine the finest design and amenities in Kolkata East to provide a living experience unlike any other.

It is an under construction project and is unique in its perfect harmony of classic form and modern construction. The features and the amenities like Swimming Pool, Lift(s), Yoga/Meditation Area, Creche/Day care, Sun Deck and many more make this residential project an epitome of modern living. Further, the society is well connected with all means of public transport. The flats are available at a price range of Rs. 1.83 Crore to Rs. 1.86 Crore.",Residential Apartment,Kolkata East,2,1,4,7881,0,0,5,13,N,Bhawani Inara,7881,"{'LATITUDE': '22.626586', 'LONGITUDE': '88.453086'}",,2322,1.83  - 1.86 Cr,4 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",13,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Park', 'text': '1 Park', 'className': 'prk', 'icon': 'https://static.99acres.com/universalapp/img/prk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Hotel', 'text': '1 Hotels', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}, {'category': 'AmusementPark', 'text': '1 Amusement Park', 'className': 'amprk', 'icon': 'https://static.99acres.com/universalapp/img/amprk.png'}, {'category': 'GolfCourse', 'text': '1 Golf Course', 'className': 'golf', 'icon': 'https://static.99acres.com/universalapp/img/golf.png'}, {'category': 'Stadium', 'text': '1 Stadium', 'className': 'stdm', 'icon': 'https://static.99acres.com/universalapp/img/stdm.png'}]",Bhawani Inara,Bhawani Inara,,1,,,,,,,28,Kolkata East,1503,new town,
W71205738,S,"Book your 3 BHK flat in Bhawani Inara, New Town, Kolkata East. Having a super built-up area of 1728.0 sq. ft. - 1790.0 sq. ft., these flats promise an exclusive view and refreshing vibes, making them well ventilated.

It is a superbly design project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities to premium amenities that include Children's Play Area, Indoor Games, 24/7 Water Supply, Lounge, Jogging Track and what not. Now, you can buy this exclusive 3 BHK flat at a price range of Rs. 1.43 Crore - Rs. 1.48 Crore.",Residential Apartment,Kolkata East,2,1,3,8275,0,0,5,13,N,Bhawani Inara,8275,"{'LATITUDE': '22.626586', 'LONGITUDE': '88.453086'}",,1728,1.43  - 1.48 Cr,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",13,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Park', 'text': '1 Park', 'className': 'prk', 'icon': 'https://static.99acres.com/universalapp/img/prk.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Hotel', 'text': '1 Hotels', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}, {'category': 'AmusementPark', 'text': '1 Amusement Park', 'className': 'amprk', 'icon': 'https://static.99acres.com/universalapp/img/amprk.png'}, {'category': 'GolfCourse', 'text': '1 Golf Course', 'className': 'golf', 'icon': 'https://static.99acres.com/universalapp/img/golf.png'}, {'category': 'Stadium', 'text': '1 Stadium', 'className': 'stdm', 'icon': 'https://static.99acres.com/universalapp/img/stdm.png'}]",Bhawani Inara,Bhawani Inara,,1,,,,,,,28,Kolkata East,1503,new town,
B70218438,S,"3 bhk flat in multistory apartment for resale in diamond city west at 18 ho chi minh sarani, bakultala-Behala. Diamond city west is a well planned society that offers a pleasant living experience to its residents. The flat comprises 3 bedrooms, 2 bathrooms one kitchen, 2 balconies and one open terrace of 96 sq. Ft. This is a corner flat which is open from three sides and very airy and sunny. There is one covered car parking also available with this flat. Diamond city west has total 10 towers with swimming pool, gym, club house, senior citizen room, yoga room, two community halls, games room, play area for children, park and one temple. The ambiance of the complex is very pleasant with greeneries and flower garden. Essential commodities like grocery, medicine shop, atm etc are within the complex. Vegetable & non-Veg market is at walking distance. Buses from several reputed schools come to the complex to pick up and drop children of the society. This 3 bhk flat in kolkata south is your opportunity to be a part of this community.",Residential Apartment,Kolkata South,1,1,3,5267,4,8,3,13,"33,12,24,47,1,3,5,6,9,40,41,20,42,31,21",Diamond City West,5267,"{'LATITUDE': '88.300239', 'LONGITUDE': '22.48357'}","5,20,21,24,47,1,6,9,40,41,42,33,12,3,31,101",1329,70 L,3 BHK Flat in Sarsuna,"['READY TO MOVE', 'RESALE']",,,Diamond City West,Diamond City West,2,1,,,1329,,,,27,Kolkata South,18232,sarsuna,Ho Chi Minh Sarani Behala
S70731672,S,"Superb communication, beautiful house with very strong construction. Very adjacent to durganagar rail station and belghoria expressway, south facing building, amenities enriched with railway station, airport, hospital, highway and more. The building has been made with a very strong architecture and it is being maintained with a mark. The position of this building is considered as the most communicative and the best point in the locality
 Additional details :

The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,3750,4,4,1,4,"23,24,5,21",Manju apartment,3750,"{'LATITUDE': '22.624262', 'LONGITUDE': '88.440285'}","5,21,23,24",800,30 L,2 BHK Flat in Durganagar,"['READY TO MOVE', 'RESALE']",39,"[{'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '7 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '18 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Manju apartment,Manju apartment,1,2,,,800,,,,26,Kolkata North,9102,durganagar,
B68519006,S,"Very nice and peaceful locality. Very good neighborhood. Close to road, market and hospitals.",Independent/Builder Floor,Kolkata South,1,1,2,4969,4,5,3,5,N,,4969,"{'LATITUDE': '22.496444', 'LONGITUDE': '88.384304'}",102,825,41 L,2 BHK Independent Builder Floor in Santoshpur,"['READY TO MOVE', 'RESALE']",50,"[{'category': 'ReligiousPlace', 'text': '13 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '14 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '2 Pharmacys', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'Library', 'text': '1 Library', 'className': 'lib', 'icon': 'https://static.99acres.com/universalapp/img/lib.png'}]",,,1,2,825,,,,,,27,Kolkata South,658,santoshpur,91 Lake East 4th Road
H70073484,S,"This 4 bhk house for sale in andul road is an ideal abode for a family. Even better, it is situated in one of the prominent localities of kolkata west. The house has over super built up area of 4320 sq.Ft. And comes with 4 bedrooms, 2 bathrooms and 1 balcony. Being a ready to move house, you can expect immediate possession of this 10+ years old property. The nature of ownership of this independent house is freehold. The property is available for sale at a competitive price of  32 lac. Borewell/tank provides a regular supply of water to this residential house. The residential house is north-Facing. The floor of this independent house is beautifully designed using cement flooring, giving it an alluring look.",Independent House/Villa,Kolkata West,1,1,4,740,4,1,3,2,N,Hare Krishna Nagar,740,"{'LATITUDE': '22.56512', 'LONGITUDE': '88.28371'}",,4320,32 L,4 Bedroom House in Andul Road,"['READY TO MOVE', 'RESALE']",29,"[{'category': 'ReligiousPlace', 'text': '9 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '9 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Hare Krishna Nagar,Hare Krishna Nagar,1,,,,,4320,sq.ft.,4320,29,Kolkata West,6884,andul road,23/h Hare Krishna Nagar
F71336654,S,"1. Near to sonarpur station and narendrapur station.
2. Market and shopping mall availed
3. All govt. Office near the plat
4. Bus stand, railway station all near.
5. School and college 
6. Vip society",Residential Land,Kolkata South,1,1,,2500,0,3,0,0,N,RMB Sonar,2500,"{'LATITUDE': '22.437753', 'LONGITUDE': '88.414464'}",,3600,90 L,Residential land / Plot in Mission Pally,"['EAST FACING', 'IN GATED COMMUNITY', 'READY TO MOVE', 'RESALE']",9,"[{'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '3 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}]",RMB Sonar,RMB Sonar,,,,,,3600,sq.ft.,3600,27,Kolkata South,41245,mission pally,186
U70197668,S,"Looking for magnificent 4 bhk floors in naktala kolkata south? This property is the best deal for you. This property has 4 bedrooms, 3 bathrooms and 2 balconies. It's an unfurnished property. This property provides you super built up area of 2200 sq.Ft. This builder floor apartment is located at 2nd floor in a building of total 3 floors. This ready to move apartment is the residence you have been looking for. The nature of ownership of this builder floor is freehold. Asking price for this spacious builder floor is only 96 lac. 

Floor is open from all directions. 
Rooftop garden is available. 
1 covered separate garage for car parking available and 1 open car parking.
Storeroom is also available. 
Shamiyana is also available for sitting.
1 single phase and 1 three phase meter both are available for this apartment.
Dg supply is also available for this apartment.
Deep boring water and kolkata municipal corporation water both are available. 
Separate 1000 ltr water tank is available for this apartment.
Cctv is also there.",Independent/Builder Floor,Kolkata South,1,1,4,4278,2,2,3,3,"44,23,24,5,39,17,8,40,41,30,42",,4278,"{'LATITUDE': '22.473451', 'LONGITUDE': '88.368155'}","5,17,8,44,23,24,39,40,41,30,42,102",2200,86 L,4 BHK Independent Builder Floor in Naktala,"['READY TO MOVE', 'RESALE']",48,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '7 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '5 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '13 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '2 Pharmacys', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '2 Miscellaneouss', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",,,2,2,2010,2200,,,,,27,Kolkata South,1451,naktala,South Kolkata
